0	:invoke	:read	nil
0	:ok	:read	[]
1	:invoke	:broadcast	0
1	:ok	:broadcast	0
2	:invoke	:read	nil
2	:ok	:read	[0]
3	:invoke	:broadcast	1
3	:ok	:broadcast	1
4	:invoke	:read	nil
4	:ok	:read	[0 1]
0	:invoke	:read	nil
0	:ok	:read	[0 1]
0	:invoke	:broadcast	2
1	:invoke	:read	nil
0	:ok	:broadcast	2
1	:ok	:read	[0 1]
2	:invoke	:read	nil
2	:ok	:read	[0 0 1 2]
3	:invoke	:broadcast	3
3	:ok	:broadcast	3
4	:invoke	:read	nil
4	:ok	:read	[0 1 0 1 2 3]
0	:invoke	:broadcast	4
0	:ok	:broadcast	4
0	:invoke	:broadcast	5
0	:ok	:broadcast	5
1	:invoke	:broadcast	6
1	:ok	:broadcast	6
2	:invoke	:broadcast	7
2	:ok	:broadcast	7
3	:invoke	:broadcast	8
3	:ok	:broadcast	8
4	:invoke	:broadcast	9
4	:ok	:broadcast	9
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 4 5 8 9 0 1 3 6 7]
0	:invoke	:broadcast	10
0	:ok	:broadcast	10
1	:invoke	:broadcast	11
1	:ok	:broadcast	11
2	:invoke	:read	nil
2	:ok	:read	[0 0 1 2 3 4 8 10 11 0 1 2 9 5 6 7]
3	:invoke	:read	nil
3	:ok	:read	[1 3 8 10 11 0 2 4 5 6 7 9]
4	:invoke	:read	nil
4	:ok	:read	[0 1 0 1 2 3 4 6 7 9 11 1 2 3 5 8 10 0]
0	:invoke	:broadcast	12
0	:ok	:broadcast	12
0	:invoke	:broadcast	13
0	:ok	:broadcast	13
1	:invoke	:read	nil
1	:ok	:read	[0 1 3 7 8 10 2 4 5 6 12 13 9 11 0 1]
2	:invoke	:read	nil
2	:ok	:read	[0 0 1 2 3 4 8 10 11 0 1 2 9 5 6 7 2 3 4 10 11 6 7 0 1 8 5 9 12 13]
3	:invoke	:read	nil
3	:ok	:read	[1 3 8 10 11 0 2 4 5 6 7 9 9 12 0 2 4 6 7 3 10 5 1 8 11 13]
4	:invoke	:broadcast	14
4	:ok	:broadcast	14
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 4 5 8 9 0 1 3 6 7 3 7 11 12 8 13 0 1 6 9 10 14 2 4 5]
0	:invoke	:broadcast	15
0	:ok	:broadcast	15
1	:invoke	:broadcast	16
1	:ok	:broadcast	16
2	:invoke	:read	nil
2	:ok	:read	[0 0 1 2 3 4 8 10 11 0 1 2 9 5 6 7 2 3 4 10 11 6 7 0 1 8 5 9 12 13 0 1 8 16 14 15 5 9 12 13 11 2 3 4 10 6 7]
3	:invoke	:broadcast	17
3	:ok	:broadcast	17
4	:invoke	:read	nil
4	:ok	:read	[0 1 0 1 2 3 4 6 7 9 11 1 2 3 5 8 10 0 9 11 12 17 1 5 13 2 6 7 14 4 3 8 10 15 16 0]
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 4 5 8 9 0 1 3 6 7 3 7 11 12 8 13 0 1 6 9 10 14 2 4 5 2 4 5 17 3 7 11 12 16 8 13 14 15 0 1 6 9 10]
0	:invoke	:broadcast	18
0	:ok	:broadcast	18
1	:invoke	:broadcast	19
1	:ok	:broadcast	19
2	:invoke	:read	nil
2	:ok	:read	[0 0 1 2 3 4 8 10 11 0 1 2 9 5 6 7 2 3 4 10 11 6 7 0 1 8 5 9 12 13 0 1 8 16 14 15 5 9 12 13 11 2 3 4 10 6 7 6 7 17 0 1 8 16 14 15 18 5 9 12 13 11 19 2 3 4 10]
3	:invoke	:broadcast	20
3	:ok	:broadcast	20
4	:invoke	:read	nil
4	:ok	:read	[0 1 0 1 2 3 4 6 7 9 11 1 2 3 5 8 10 0 9 11 12 17 1 5 13 2 6 7 14 4 3 8 10 15 16 0 1 9 11 12 17 19 20 2 5 13 18 4 6 7 14 0 3 8 10 15 16]
0	:invoke	:broadcast	21
0	:ok	:broadcast	21
0	:invoke	:broadcast	22
0	:ok	:broadcast	22
1	:invoke	:broadcast	23
1	:ok	:broadcast	23
2	:invoke	:read	nil
