0	:invoke	:read	nil
0	:ok	:read	[]
0	:invoke	:read	nil
0	:ok	:read	[]
0	:invoke	:broadcast	0
0	:ok	:broadcast	0
0	:invoke	:broadcast	1
0	:ok	:broadcast	1
0	:invoke	:broadcast	2
0	:ok	:broadcast	2
0	:invoke	:broadcast	3
0	:ok	:broadcast	3
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3]
0	:invoke	:broadcast	4
0	:ok	:broadcast	4
0	:invoke	:broadcast	5
0	:ok	:broadcast	5
0	:invoke	:broadcast	6
0	:ok	:broadcast	6
0	:invoke	:broadcast	7
0	:ok	:broadcast	7
0	:invoke	:read	nil
0	:ok	:read	[2 3 4 5 6 7 0 1]
0	:invoke	:broadcast	8
0	:ok	:broadcast	8
0	:invoke	:read	nil
0	:ok	:read	[0 2 3 5 6 8 1 4 7]
0	:invoke	:broadcast	9
0	:ok	:broadcast	9
0	:invoke	:read	nil
0	:ok	:read	[9 1 4 7 5 6 8 0 2 3]
0	:invoke	:read	nil
0	:ok	:read	[1 4 7 9 0 2 3 5 6 8]
0	:invoke	:read	nil
0	:ok	:read	[0 2 3 5 6 8 1 4 7 9]
0	:invoke	:read	nil
0	:ok	:read	[1 4 7 9 0 2 3 5 6 8]
0	:invoke	:read	nil
0	:ok	:read	[1 4 7 9 0 2 3 5 6 8]
0	:invoke	:read	nil
0	:ok	:read	[4 7 9 1 2 3 5 6 8 0]
0	:invoke	:broadcast	10
0	:ok	:broadcast	10
0	:invoke	:read	nil
0	:ok	:read	[6 8 10 0 2 3 5 1 4 7 9]
0	:invoke	:read	nil
0	:ok	:read	[2 3 5 6 8 10 0 4 7 9 1]
0	:invoke	:read	nil
0	:ok	:read	[2 3 5 6 8 10 0 4 7 9 1]
0	:invoke	:broadcast	11
0	:ok	:broadcast	11
0	:invoke	:broadcast	12
0	:ok	:broadcast	12
0	:invoke	:broadcast	13
0	:ok	:broadcast	13
0	:invoke	:broadcast	14
0	:ok	:broadcast	14
0	:invoke	:read	nil
0	:ok	:read	[9 13 1 7 3 8 0 2 4 14 10 11 12 5 6]
0	:invoke	:read	nil
0	:ok	:read	[14 4 6 10 11 12 5 7 9 13 1 2 3 8 0]
0	:invoke	:read	nil
0	:ok	:read	[1 7 9 13 0 2 3 8 4 14 5 6 10 11 12]
0	:invoke	:broadcast	15
0	:ok	:broadcast	15
0	:invoke	:broadcast	16
0	:ok	:broadcast	16
0	:invoke	:broadcast	17
0	:ok	:broadcast	17
0	:invoke	:broadcast	18
0	:ok	:broadcast	18
0	:invoke	:broadcast	19
0	:ok	:broadcast	19
0	:invoke	:broadcast	20
0	:ok	:broadcast	20
0	:invoke	:broadcast	21
0	:ok	:broadcast	21
0	:invoke	:read	nil
0	:ok	:read	[0 2 3 8 16 4 14 18 19 21 20 5 6 10 11 12 17 1 7 9 13 15]
0	:invoke	:broadcast	22
0	:ok	:broadcast	22
0	:invoke	:broadcast	23
0	:ok	:broadcast	23
0	:invoke	:broadcast	24
0	:ok	:broadcast	24
0	:invoke	:broadcast	25
0	:ok	:broadcast	25
0	:invoke	:read	nil
0	:ok	:read	[16 0 2 3 8 21 4 14 18 19 12 20 24 5 6 10 11 15 17 22 23 1 7 9 13 25]
0	:invoke	:read	nil
0	:ok	:read	[4 14 18 19 21 24 5 6 10 11 12 20 22 23 1 7 9 13 15 17 25 0 2 3 8 16]
0	:invoke	:broadcast	26
0	:ok	:broadcast	26
0	:invoke	:broadcast	27
0	:ok	:broadcast	27
0	:invoke	:read	nil
0	:ok	:read	[11 12 20 24 6 17 22 23 25 26 27 1 9 0 2 19 21 4 14 10 5 15 7 13 16 3 8 18]
0	:invoke	:read	nil
0	:ok	:read	[0 2 4 14 19 21 5 10 7 13 15 3 8 16 18 6 11 12 20 24 1 9 17 22 23 25 26 27]
0	:invoke	:broadcast	28
0	:ok	:broadcast	28
0	:invoke	:broadcast	29
0	:ok	:broadcast	29
0	:invoke	:read	nil
0	:ok	:read	[0 2 21 28 4 14 19 5 10 7 13 15 3 8 16 18 29 20 24 6 11 12 22 23 25 26 27 1 9 17]
0	:invoke	:read	nil
