0	:invoke	:broadcast	0
0	:ok	:broadcast	0
1	:invoke	:broadcast	1
1	:ok	:broadcast	1
2	:invoke	:broadcast	2
2	:ok	:broadcast	2
3	:invoke	:read	nil
3	:ok	:read	[0 1 2]
4	:invoke	:read	nil
4	:ok	:read	[0 1 2]
0	:invoke	:read	nil
0	:ok	:read	[2 0 1]
0	:invoke	:broadcast	3
0	:ok	:broadcast	3
1	:invoke	:broadcast	4
2	:invoke	:broadcast	5
1	:ok	:broadcast	4
2	:ok	:broadcast	5
3	:invoke	:read	nil
3	:ok	:read	[0 1 2 3 4 5]
4	:invoke	:broadcast	6
4	:ok	:broadcast	6
0	:invoke	:read	nil
0	:ok	:read	[4 5 6 0 1 2 3]
0	:invoke	:broadcast	7
0	:ok	:broadcast	7
1	:invoke	:broadcast	8
1	:ok	:broadcast	8
2	:invoke	:broadcast	9
2	:ok	:broadcast	9
3	:invoke	:read	nil
3	:ok	:read	[5 7 8 0 1 3 9 2 4 6]
4	:invoke	:read	nil
4	:ok	:read	[4 6 7 9 0 1 2 3 5 8]
0	:invoke	:broadcast	10
0	:ok	:broadcast	10
0	:invoke	:broadcast	11
0	:ok	:broadcast	11
1	:invoke	:broadcast	12
2	:invoke	:read	nil
1	:ok	:broadcast	12
2	:ok	:read	[6 9 1 2 5 4 7 8 10 11 0 3]
3	:invoke	:read	nil
3	:ok	:read	[3 7 8 0 4 9 10 2 5 12 1 11 6]
4	:invoke	:read	nil
4	:ok	:read	[4 6 9 10 5 11 12 7 0 1 2 3 8]
0	:invoke	:broadcast	13
0	:ok	:broadcast	13
0	:invoke	:read	nil
0	:ok	:read	[1 9 10 11 13 2 3 6 0 4 7 8 5 12]
1	:invoke	:broadcast	14
1	:ok	:broadcast	14
2	:invoke	:broadcast	15
2	:ok	:broadcast	15
3	:invoke	:broadcast	16
3	:ok	:broadcast	16
4	:invoke	:read	nil
4	:ok	:read	[1 2 3 8 13 0 6 9 10 4 11 12 15 16 5 14 7]
0	:invoke	:read	nil
0	:ok	:read	[2 3 6 15 0 4 7 8 5 12 14 16 1 9 10 11 13]
0	:invoke	:read	nil
0	:ok	:read	[5 12 16 1 9 10 11 13 14 2 3 6 15 0 4 7 8]
1	:invoke	:broadcast	17
1	:ok	:broadcast	17
2	:invoke	:broadcast	18
2	:ok	:broadcast	18
3	:invoke	:read	nil
3	:ok	:read	[2 4 9 10 13 14 1 5 12 15 18 6 11 16 0 3 7 8 17]
4	:invoke	:broadcast	19
4	:ok	:broadcast	19
0	:invoke	:broadcast	20
0	:ok	:broadcast	20
0	:invoke	:broadcast	21
0	:ok	:broadcast	21
1	:invoke	:read	nil
1	:ok	:read	[16 1 4 5 15 17 21 2 9 12 14 13 0 3 6 11 19 20 7 8 10 18]
2	:invoke	:broadcast	22
2	:ok	:broadcast	22
3	:invoke	:read	nil
3	:ok	:read	[7 8 17 22 0 3 9 10 13 14 2 4 12 15 18 19 20 1 5 16 21 6 11]
4	:invoke	:read	nil
4	:ok	:read	[9 10 17 18 21 22 4 6 12 15 16 5 11 20 7 14 2 3 8 13 19 0 1]
0	:invoke	:read	nil
0	:ok	:read	[6 15 2 3 7 8 18 20 0 4 5 12 10 11 13 14 16 17 1 9 22 19 21]
0	:invoke	:broadcast	23
0	:ok	:broadcast	23
1	:invoke	:broadcast	24
2	:invoke	:broadcast	25
2	:ok	:broadcast	25
1	:ok	:broadcast	24
3	:invoke	:broadcast	26
3	:ok	:broadcast	26
4	:invoke	:read	nil
4	:ok	:read	[7 14 0 8 19 10 18 21 22 5 11 12 15 26 20 23 1 2 3 13 24 25 4 6 9 17 16]
0	:invoke	:broadcast	27
0	:ok	:broadcast	27
0	:invoke	:read	nil
0	:ok	:read	[7 18 20 23 4 24 5 19 21 22 10 6 15 26 3 8 0 12 9 11 13 14 16 17 25 1 27 2]
1	:invoke	:broadcast	28
1	:ok	:broadcast	28
2	:invoke	:broadcast	29
2	:ok	:broadcast	29
3	:invoke	:broadcast	30
3	:ok	:broadcast	30
4	:invoke	:read	nil
4	:ok	:read	[1 2 3 13 24 25 28 29 4 6 9 17 16 7 14 0 8 19 10 18 21 22 27 30 5 11 12 15 26 20 23]
0	:invoke	:read	nil
0	:ok	:read	[3 6 15 26 0 8 12 30 25 1 9 11 13 14 16 17 27 2 29 4 7 18 20 23 28 5 24 10 19 21 22]
0	:invoke	:broadcast	31
0	:ok	:broadcast	31
1	:invoke	:broadcast	32
1	:ok	:broadcast	32
2	:invoke	:broadcast	33
3	:invoke	:read	nil
2	:ok	:broadcast	33
3	:ok	:read	[3 8 27 9 13 15 20 28 29 31 32 16 21 23 0 7 17 22 24 2 4 10 14 30 1 5 12 18 19 26 6 11 25]
4	:invoke	:read	nil
4	:ok	:read	[14 7 8 19 32 33 0 18 21 22 27 30 10 11 12 15 26 31 5 23 20 2 3 13 24 25 28 29 1 6 9 17 4 16]
0	:invoke	:broadcast	34
0	:ok	:broadcast	34
0	:invoke	:read	nil
0	:ok	:read	[4 7 18 20 23 28 5 24 31 33 10 19 21 22 3 6 15 26 0 8 12 30 34 17 25 1 9 11 13 14 16 27 32 2 29]
1	:invoke	:read	nil
1	:ok	:read	[0 24 10 25 29 4 5 16 30 9 28 34 22 32 3 6 11 13 20 26 33 7 8 18 19 1 15 23 21 27 31 2 12 14 17]
2	:invoke	:read	nil
2	:ok	:read	[31 3 16 13 22 24 27 0 10 20 29 34 9 14 26 32 33 7 11 19 15 21 25 28 1 2 6 12 17 18 23 30 5 4 8]
3	:invoke	:read	nil
3	:ok	:read	[34 0 7 17 22 24 2 4 10 14 30 26 1 5 12 18 19 6 11 25 3 8 27 9 13 32 15 20 28 29 31 16 21 23 33]
4	:invoke	:read	nil
4	:ok	:read	[7 14 33 0 8 19 32 27 30 34 10 18 21 22 26 31 5 11 12 15 20 23 24 25 28 29 1 2 3 13 4 6 9 17 16]
0	:invoke	:broadcast	35
0	:ok	:broadcast	35
0	:invoke	:read	nil
0	:ok	:read	[1 9 11 13 14 16 17 25 27 32 2 29 4 7 18 20 23 28 5 24 31 33 10 19 21 22 3 6 15 26 0 8 35 12 30 34]
1	:invoke	:broadcast	36
1	:ok	:broadcast	36
2	:invoke	:read	nil
2	:ok	:read	[3 16 24 13 22 20 27 0 10 26 29 34 9 14 19 32 33 36 7 11 6 15 21 25 28 35 1 2 8 12 17 18 23 30 5 4 31]
3	:invoke	:read	nil
3	:ok	:read	[6 11 25 3 8 27 9 13 32 35 36 15 20 28 29 31 16 21 23 33 34 0 7 17 22 24 2 4 10 14 30 26 1 5 12 18 19]
4	:invoke	:broadcast	37
4	:ok	:broadcast	37
0	:invoke	:broadcast	38
0	:ok	:broadcast	38
0	:invoke	:broadcast	39
0	:ok	:broadcast	39
1	:invoke	:broadcast	40
1	:ok	:broadcast	40
2	:invoke	:broadcast	41
2	:ok	:broadcast	41
3	:invoke	:broadcast	42
3	:ok	:broadcast	42
4	:invoke	:broadcast	43
4	:ok	:broadcast	43
0	:invoke	:broadcast	44
0	:ok	:broadcast	44
0	:invoke	:read	nil
0	:ok	:read	[33 5 24 31 22 41 43 10 19 21 26 3 6 15 42 0 8 35 38 44 12 30 34 13 14 16 17 25 1 9 11 40 27 32 39 2 29 37 20 23 28 36 4 7 18]
1	:invoke	:read	nil
1	:ok	:read	[1 15 23 39 43 27 31 35 2 12 14 17 21 41 0 24 36 10 25 29 38 4 5 16 30 40 9 28 34 37 42 32 3 6 11 13 22 26 33 44 7 8 18 19 20]
2	:invoke	:read	nil
2	:ok	:read	[19 32 33 36 41 7 11 6 15 21 25 28 35 1 2 8 12 17 18 23 30 5 4 31 38 44 3 16 24 40 43 13 22 20 27 0 10 26 29 34 37 39 42 9 14]
3	:invoke	:read	nil
3	:ok	:read	[40 41 6 11 25 43 3 8 27 44 9 13 42 29 31 32 35 36 15 20 28 33 38 39 16 21 23 22 24 34 37 0 7 17 14 30 2 4 10 18 19 26 1 5 12]
4	:invoke	:broadcast	45
4	:ok	:broadcast	45
0	:invoke	:broadcast	46
0	:ok	:broadcast	46
0	:invoke	:broadcast	47
0	:ok	:broadcast	47
1	:invoke	:broadcast	48
1	:ok	:broadcast	48
2	:invoke	:read	nil
2	:ok	:read	[8 12 23 30 48 3 16 44 13 22 46 0 27 26 29 39 42 45 32 36 41 6 15 21 5 4 17 18 47 31 38 24 40 43 10 20 9 14 34 37 7 11 19 33 1 2 25 28 35]
3	:invoke	:read	nil
3	:ok	:read	[2 4 14 30 1 5 11 25 40 41 45 27 9 13 46 20 28 29 31 16 21 39 17 10 12 18 19 26 6 3 8 43 47 48 42 44 15 32 35 36 23 33 38 0 7 22 24 34 37]
4	:invoke	:broadcast	49
4	:ok	:broadcast	49
0	:invoke	:read	nil
