0	:invoke	:read	nil
0	:ok	:read	[]
1	:invoke	:read	nil
1	:ok	:read	[]
2	:invoke	:read	nil
2	:ok	:read	[]
3	:invoke	:broadcast	0
3	:ok	:broadcast	0
4	:invoke	:broadcast	1
4	:ok	:broadcast	1
0	:invoke	:broadcast	2
0	:ok	:broadcast	2
0	:invoke	:read	nil
0	:ok	:read	[0 1 2]
1	:invoke	:read	nil
1	:ok	:read	[0 1 2]
2	:invoke	:broadcast	3
2	:ok	:broadcast	3
3	:invoke	:read	nil
3	:ok	:read	[2 3 0 1]
4	:invoke	:broadcast	4
4	:ok	:broadcast	4
0	:invoke	:read	nil
0	:ok	:read	[4 0 1 2 3]
0	:invoke	:broadcast	5
0	:ok	:broadcast	5
1	:invoke	:read	nil
1	:ok	:read	[4 5 0 1 2 3]
2	:invoke	:broadcast	6
2	:ok	:broadcast	6
3	:invoke	:read	nil
3	:ok	:read	[0 1 2 3 4 5 6]
4	:invoke	:broadcast	7
4	:ok	:broadcast	7
0	:invoke	:broadcast	8
0	:ok	:broadcast	8
0	:invoke	:read	nil
0	:ok	:read	[2 3 5 7 8 0 1 4 6]
1	:invoke	:read	nil
1	:ok	:read	[3 5 4 6 7 8 0 1 2]
2	:invoke	:read	nil
2	:ok	:read	[0 3 5 1 2 4 6 7 8]
3	:invoke	:read	nil
3	:ok	:read	[8 4 7 2 3 5 6 0 1]
4	:invoke	:broadcast	9
4	:ok	:broadcast	9
0	:invoke	:broadcast	10
0	:ok	:broadcast	10
0	:invoke	:read	nil
0	:ok	:read	[2 3 5 7 8 10 0 1 4 6 9]
1	:invoke	:read	nil
1	:ok	:read	[3 5 9 10 0 1 2 4 6 7 8]
2	:invoke	:broadcast	11
2	:ok	:broadcast	11
3	:invoke	:broadcast	12
3	:ok	:broadcast	12
4	:invoke	:broadcast	13
4	:ok	:broadcast	13
0	:invoke	:broadcast	14
1	:invoke	:broadcast	15
1	:ok	:broadcast	15
1	:invoke	:read	nil
1	:ok	:read	[11 6 8 2 5 9 10 12 13 15 3 1 4 7 0]
2	:invoke	:broadcast	16
2	:ok	:broadcast	16
3	:invoke	:broadcast	17
3	:ok	:broadcast	17
4	:invoke	:broadcast	18
4	:ok	:broadcast	18
1	:invoke	:read	nil
1	:ok	:read	[11 2 6 8 10 12 13 15 16 3 5 9 17 7 18 0 1 4]
1	:invoke	:broadcast	19
1	:ok	:broadcast	19
1	:invoke	:read	nil
1	:ok	:read	[2 6 8 13 15 16 3 5 9 10 12 17 0 1 4 7 18 11 19]
2	:invoke	:read	nil
2	:ok	:read	[19 4 7 8 16 18 5 12 13 15 1 2 6 10 11 0 3 9 17]
3	:invoke	:broadcast	20
3	:ok	:broadcast	20
4	:invoke	:broadcast	21
4	:ok	:broadcast	21
1	:invoke	:broadcast	22
1	:ok	:broadcast	22
1	:invoke	:read	nil
1	:ok	:read	[0 1 4 7 18 11 19 20 2 6 8 22 15 16 3 5 9 10 12 13 17 21]
1	:invoke	:broadcast	23
1	:ok	:broadcast	23
2	:invoke	:broadcast	24
2	:ok	:broadcast	24
3	:invoke	:read	nil
3	:ok	:read	[0 5 12 16 18 22 4 8 15 20 1 2 3 6 9 10 17 21 7 11 13 19 23 24]
4	:invoke	:read	nil
4	:ok	:read	[1 3 10 18 23 0 2 4 6 12 16 7 9 11 13 15 19 20 5 8 17 21 22 24]
1	:invoke	:read	nil
1	:ok	:read	[10 12 13 15 16 3 5 9 17 21 7 18 0 1 4 11 19 20 22 23 24 2 6 8]
1	:invoke	:read	nil
1	:ok	:read	[20 11 19 8 22 23 24 2 6 9 10 12 13 15 16 3 5 17 21 4 7 18 0 1]
1	:invoke	:read	nil
1	:ok	:read	[11 19 20 24 2 6 8 22 23 13 15 16 3 5 9 10 12 17 21 0 1 4 7 18]
2	:invoke	:read	nil
2	:ok	:read	[12 13 22 5 2 6 10 11 15 21 23 1 3 9 17 24 0 7 8 16 18 19 20 4]
3	:invoke	:read	nil
3	:ok	:read	[1 2 3 6 9 10 17 20 21 7 11 13 19 23 24 0 5 12 16 18 22 4 8 15]
4	:invoke	:broadcast	25
4	:ok	:broadcast	25
